"Name","Type","Level","Race","Attribute","ATK","DEF","Cluster"
"Windaar, Sage of Gusto","Effect Monster",5.999999999999999,"Psychic","WIND",2000,1000,"cluster_5"
"Zombowwow","Effect Monster",2,"Zombie","DARK",1000,1000,"cluster_2"
"Superheavy Samurai Flutist","Effect Monster",3,"Machine","EARTH",500,1000,"cluster_4"
"Dr. Frankenderp","Effect Monster",3,"Psychic","DARK",300,300,"cluster_5"
"Gadget Hauler","Effect Monster",5.999999999999999,"Machine","EARTH",1300,0,"cluster_4"
"The Judgement Hand","Normal Monster",3,"Warrior","EARTH",1400.0000000000002,700.0000000000001,"cluster_6"
"Metalfoes Orichalc","Fusion Monster",8,"Psychic","FIRE",2800.0000000000005,2200,"cluster_0"
"Gusto Thunbolt","Effect Monster",4,"Thunder","WIND",1500,1200,"cluster_4"
"Toon Barrel Dragon","Toon Monster",7,"Machine","DARK",2600,2200,"cluster_0"
"Baby Raccoon Tantan","Flip Effect Monster",2,"Beast","EARTH",0,800,"cluster_1"
"Morphtronic Cameran","Effect Monster",2,"Machine","LIGHT",800,600,"cluster_4"
"Wrecker Panda","Effect Monster",2,"Beast","EARTH",800,800,"cluster_1"
"Roc from the Valley of Haze","Effect Monster",5.999999999999999,"Winged Beast","WIND",2400,1400.0000000000002,"cluster_6"
"Photon Papilloperative","XYZ Monster",4,"Warrior","LIGHT",2100,1800.0000000000002,"cluster_6"
"Dragunity Dux","Effect Monster",4,"Winged Beast","WIND",1500,1000,"cluster_6"
"Blackwing - Gladius the Midnight Sun","Effect Monster",3,"Winged Beast","DARK",800,1500,"cluster_2"
"Heroic Challenger - Clasp Sword","Effect Monster",1,"Warrior","EARTH",300,100,"cluster_6"
"Traptrix Nepenthes","Effect Monster",4,"Plant","EARTH",800,2000,"cluster_5"
"Curse of Dragon","Normal Monster",5,"Dragon","DARK",2000,1500,"cluster_5"
"Fairy King Albverdich","XYZ Monster",4,"Plant","EARTH",2300,1400.0000000000002,"cluster_5"
"Necroface","Effect Monster",4,"Zombie","DARK",1200,1800.0000000000002,"cluster_2"
"Flamvell Poun","Effect Monster",1,"Pyro","FIRE",200,200,"cluster_5"
"Blizzard Princess","Effect Monster",8,"Spellcaster","WATER",2800.0000000000005,2100,"cluster_1"
"White Tiger Summoner","Effect Monster",3,"Spellcaster","EARTH",1000,1700.0000000000002,"cluster_1"
"Destiny HERO - Double Dude","Effect Monster",5.999999999999999,"Warrior","DARK",1000,1000,"cluster_2"
"Hade-Hane","Flip Effect Monster",5,"Beast","EARTH",900.0000000000001,1000,"cluster_1"
"Crimson Sentry","Effect Monster",4,"Warrior","FIRE",1500,1200,"cluster_2"
"Archfiend Emperor, the First Lord of Horror","Effect Monster",8,"Fiend","DARK",3000,2000,"cluster_2"
"Invader from Another Dimension","Normal Monster",4,"Fiend","DARK",950,1400.0000000000002,"cluster_2"
"Worm Opera","Flip Effect Monster",2,"Reptile","LIGHT",400,800,"cluster_5"
"Bladefly","Effect Monster",2,"Insect","WIND",600,700.0000000000001,"cluster_5"
"Illusionist Faceless Mage","Normal Monster",5,"Spellcaster","DARK",1200,2200,"cluster_1"
"Dragon Seeker","Effect Monster",5.999999999999999,"Fiend","DARK",2000,2100,"cluster_2"
"Golden Dragon Summoner","Effect Monster",4,"Spellcaster","LIGHT",1000,1000,"cluster_1"
"The Agent of Miracles - Jupiter","Effect Monster",4,"Fairy","LIGHT",1800.0000000000002,1000,"cluster_1"
"Mermail Abyssocea","Effect Monster",3,"Aqua","WATER",1100,1900,"cluster_4"
"Deepsea Shark","Fusion Monster",5,"Fish","WATER",1900,1600,"cluster_3"
"Mist Archfiend","Effect Monster",5,"Fiend","DARK",2400,0,"cluster_2"
"Yosenju Kama 3","Effect Monster",4,"Beast-Warrior","WIND",1500,800,"cluster_4"
"Crane Crane","Effect Monster",3,"Winged Beast","EARTH",300,900.0000000000001,"cluster_6"
"Radian, the Multidimensional Kaiju","Effect Monster",7,"Fiend","DARK",2800.0000000000005,2500,"cluster_2"
"Elemental HERO Dark Neos","Fusion Monster",7,"Warrior","DARK",2500,2000,"cluster_3"
"Tainted Wisdom","Effect Monster",3,"Fiend","DARK",1250,800,"cluster_2"
"Legendary Atlantean Tridon","Effect Monster",3,"Sea Serpent","WATER",1600,800,"cluster_4"
"Shield Wing","Effect Monster",2,"Winged Beast","WIND",0,900.0000000000001,"cluster_6"
"Aether, the Evil Empowering Dragon","Pendulum Effect Monster",5.999999999999999,"Dragon","DARK",2300,1600,"cluster_0"
"Evoltile Odonto","Effect Monster",2,"Reptile","FIRE",500,1200,"cluster_5"
"Gagaga Mancer","Effect Monster",4,"Spellcaster","DARK",100,100,"cluster_1"
"Gear Gigant X","XYZ Monster",4,"Machine","EARTH",2300,1500,"cluster_4"
"Mask of Darkness","Flip Effect Monster",2,"Fiend","DARK",900.0000000000001,400,"cluster_2"
"Solitaire Magician","Effect Monster",4,"Spellcaster","LIGHT",1600,1300,"cluster_1"
"Armageddon Knight","Effect Monster",4,"Warrior","DARK",1400.0000000000002,1200,"cluster_2"
"Photon Cerberus","Effect Monster",3,"Beast","LIGHT",1300,600,"cluster_1"
"Storming Wynn","Effect Monster",4,"Spellcaster","WIND",800,1500,"cluster_1"
"Silver Gadget","Effect Monster",4,"Machine","LIGHT",1500,1000,"cluster_4"
"Mist Valley Watcher","Normal Monster",4,"Spellcaster","WIND",1500,1900,"cluster_1"
"Armory Arm","Synchro Monster",4,"Machine","LIGHT",1800.0000000000002,1200,"cluster_4"
"Fortune Lady Water","Effect Monster",4,"Spellcaster","WATER",0,0,"cluster_1"
"Masked HERO Acid","Fusion Monster",8,"Warrior","WATER",2600,2100,"cluster_3"
"Daybreaker","Effect Monster",4,"Warrior","LIGHT",1700.0000000000002,0,"cluster_6"
"Avalanching Aussa","Effect Monster",4,"Spellcaster","EARTH",800,1500,"cluster_1"
"Samsara, Dragon of Rebirth","Synchro Monster",5,"Dragon","DARK",100,2600,"cluster_5"
"World of Prophecy","Effect Monster",9,"Spellcaster","LIGHT",2900.0000000000005,2400,"cluster_1"
"Pumpking the King of Ghosts","Effect Monster",5.999999999999999,"Zombie","DARK",1800.0000000000002,2000,"cluster_2"
"Performapal Teeter Totter Hopper","Effect Monster",4,"Insect","EARTH",100,1200,"cluster_5"
"Steel Ogre Grotto 1","Normal Monster",5,"Machine","EARTH",1400.0000000000002,1800.0000000000002,"cluster_4"
"Gravitic Orb","Flip Effect Monster",3,"Fiend","DARK",1100,700.0000000000001,"cluster_2"
"Gimmick Puppet Scissor Arms","Effect Monster",4,"Machine","DARK",1200,600,"cluster_4"
"Chrysalis Pinny","Effect Monster",2,"Plant","LIGHT",100,700.0000000000001,"cluster_5"
"Assault Wyvern","Effect Monster",4,"Dragon","LIGHT",1800.0000000000002,1100,"cluster_5"
"Armed Protector Dragon","Effect Monster",8,"Dragon","LIGHT",2000,2800.0000000000005,"cluster_5"
"Elemental HERO Electrum","Fusion Monster",10,"Warrior","LIGHT",2900.0000000000005,2600,"cluster_3"
"ZW - Eagle Claw","Effect Monster",5,"Winged Beast","WIND",2000,1200,"cluster_6"
"Gladiator Beast Nerokius","Fusion Monster",8,"Winged Beast","DARK",2800.0000000000005,1900,"cluster_3"
"Yado Karu","Effect Monster",4,"Aqua","WATER",900.0000000000001,1700.0000000000002,"cluster_4"
"Rainbow Marine Mermaid","Normal Monster",5,"Fish","WATER",1550,1700.0000000000002,"cluster_1"
"Psi-Blocker","Effect Monster",4,"Psychic","WIND",1200,300,"cluster_5"
"Diabolos, King of the Abyss","Effect Monster",7,"Dragon","DARK",2800.0000000000005,1000,"cluster_5"
"Dark Eradicator Warlock","Effect Monster",7,"Spellcaster","DARK",2500,2100,"cluster_1"
"Twin Photon Lizard","Fusion Monster",5.999999999999999,"Dragon","LIGHT",2400,1000,"cluster_0"
"The Snake Hair","Normal Monster",4,"Zombie","DARK",1500,1200,"cluster_2"
"Kozmo DOG Fighter","Effect Monster",5.999999999999999,"Machine","DARK",2000,2400,"cluster_4"
"Digvorzhak, King of Heavy Industry","XYZ Monster",5,"Machine","EARTH",3200,2000,"cluster_4"
"Mist Valley Apex Avian","Effect Monster",7,"Winged Beast","WIND",2700,2000,"cluster_6"
"Gladiator Beast Octavius","Effect Monster",7,"Winged Beast","LIGHT",2500,1200,"cluster_6"
"Beautiful Beast Trainer","Normal Monster",5,"Warrior","EARTH",1750.0000000000002,1500,"cluster_6"
"Gray Wing","Effect Monster",3,"Dragon","WIND",1300,700.0000000000001,"cluster_5"
"Amazoness Chain Master","Effect Monster",4,"Warrior","EARTH",1500,1300,"cluster_6"
"Arnis, the Empowered Warrior","Effect Monster",4,"Warrior","FIRE",1700.0000000000002,1200,"cluster_2"
"Twin Long Rods 2","Normal Monster",3,"Aqua","WATER",850.0000000000001,700.0000000000001,"cluster_4"
"Kumongous, the Sticky String Kaiju","Effect Monster",7,"Insect","EARTH",2400,2500,"cluster_5"
"Watthydra","Synchro Monster",7,"Thunder","LIGHT",1500,1500,"cluster_4"
"Snakeyashi","Normal Monster",4,"Plant","EARTH",1000,1200,"cluster_5"
"Graydle Eagle","Effect Monster",3,"Aqua","WATER",1500,500,"cluster_4"
"Crystron Thystvern","Effect Monster",3,"Machine","WATER",1500,1500,"cluster_4"
"Gishki Shadow","Effect Monster",4,"Sea Serpent","WATER",1200,1000,"cluster_4"
"Arisen Gaia the Fierce Knight","Effect Monster",7,"Warrior","DARK",2300,2100,"cluster_2"
"The Fabled Chawa","Tuner Monster",1,"Beast","LIGHT",200,100,"cluster_1"
"Marine Beast","Fusion Monster",5,"Fish","WATER",1700.0000000000002,1600,"cluster_3"
"Morphtronic Magnen","Effect Monster",3,"Thunder","EARTH",800,800,"cluster_4"
"Dig Beak","Normal Monster",2,"Beast","EARTH",500,800,"cluster_1"
"Zap Mustung","Effect Monster",4,"Thunder","LIGHT",1600,1500,"cluster_4"
"Legendary Six Samurai - Shi En","Synchro Monster",5,"Warrior","DARK",2500,1400.0000000000002,"cluster_2"
"A-Assault Core","Union Effect Monster",4,"Machine","LIGHT",1900,200,"cluster_0"
"Cyber Ouroboros","Effect Monster",2,"Machine","DARK",100,600,"cluster_4"
"Edge Imp Sabres","Effect Monster",3,"Fiend","DARK",1200,800,"cluster_2"
"Wall of Ivy","Flip Effect Monster",2,"Plant","EARTH",300,1200,"cluster_5"
"Red-Eyes Black Flare Dragon","Gemini Monster",7,"Dragon","DARK",2400,2000,"cluster_0"
"Meteor Black Comet Dragon","Fusion Monster",8,"Dragon","DARK",3500.0000000000005,2000,"cluster_0"
"Zanki","Normal Monster",5,"Warrior","EARTH",1500,1700.0000000000002,"cluster_6"
"Minerva, the Exalted Lightsworn","XYZ Monster",4,"Fairy","LIGHT",2000,800,"cluster_1"
"Suanni, Fire of the Yang Zing","Effect Monster",4,"Wyrm","FIRE",1900,0,"cluster_5"
"Judge Man","Normal Monster",5.999999999999999,"Warrior","EARTH",2200,1500,"cluster_6"
"Lightray Diabolos","Effect Monster",7,"Dragon","LIGHT",2800.0000000000005,1000,"cluster_5"
"Gear Golem the Moving Fortress","Effect Monster",4,"Machine","EARTH",800,2200,"cluster_4"
"Magician of Black Chaos","Ritual Monster",8,"Spellcaster","DARK",2800.0000000000005,2600,"cluster_3"
"Gravekeeper's Descendant","Effect Monster",4,"Spellcaster","DARK",1500,1200,"cluster_1"
"Hungry Burger","Ritual Monster",5.999999999999999,"Warrior","DARK",2000,1850,"cluster_3"
"Crimson Nova the Dark Cubic Lord","Effect Monster",10,"Fiend","DARK",3000,0,"cluster_2"
"Reese the Ice Mistress","Tuner Monster",2,"Sea Serpent","WATER",800,800,"cluster_4"
"Worm Tentacles","Effect Monster",4,"Reptile","LIGHT",1700.0000000000002,700.0000000000001,"cluster_5"
"Phantom of Chaos","Effect Monster",4,"Fiend","DARK",0,0,"cluster_2"
"Element Dragon","Effect Monster",4,"Dragon","LIGHT",1500,1200,"cluster_5"
"Dokuroyaiba","Normal Monster",3,"Fiend","FIRE",1000,400,"cluster_2"
"Shaddoll Squamata","Flip Effect Monster",4,"Spellcaster","DARK",1800.0000000000002,1000,"cluster_1"
"Gishki Psychelone","Ritual Effect Monster",4,"Fiend","WATER",2150,1650,"cluster_3"
"Genex Power Planner","Effect Monster",1,"Spellcaster","LIGHT",300,200,"cluster_1"
"Mystical Sheep 1","Effect Monster",3,"Beast","EARTH",1150,900.0000000000001,"cluster_1"
"Uminotaurus","Effect Monster",4,"Aqua","WATER",1700.0000000000002,1000,"cluster_4"
"Djinn Disserere of Rituals","Effect Monster",1,"Fiend","DARK",200,200,"cluster_2"
"Red-Headed Oni","Effect Monster",4,"Zombie","DARK",1700.0000000000002,1000,"cluster_2"
"Witch Doctor of Sparta","Effect Monster",4,"Spellcaster","EARTH",400,2000,"cluster_1"
"Sky Scout","Normal Monster",4,"Winged Beast","WIND",1800.0000000000002,600,"cluster_6"
"True King Lithosagym, the Disaster","Effect Monster",9,"Wyrm","EARTH",2500,2300,"cluster_5"
"Noble Knight Bedwyr","Effect Monster",4,"Warrior","LIGHT",1600,1500,"cluster_6"
"Beetron","Effect Monster",4,"Insect","DARK",1600,900.0000000000001,"cluster_5"
"Apprentice Illusion Magician","Effect Monster",5.999999999999999,"Spellcaster","DARK",2000,1700.0000000000002,"cluster_1"
"Thor, Lord of the Aesir","Synchro Monster",10,"Beast-Warrior","EARTH",3500.0000000000005,2800.0000000000005,"cluster_4"
"Magical Undertaker","Flip Effect Monster",2,"Spellcaster","DARK",400,400,"cluster_1"
"Garlandolf, King of Destruction","Ritual Effect Monster",7,"Fiend","DARK",2500,1400.0000000000002,"cluster_3"
"Cyber Falcon","Normal Monster",4,"Machine","WIND",1400.0000000000002,1200,"cluster_4"
"Maximum Six","Effect Monster",5.999999999999999,"Warrior","EARTH",1900,1600,"cluster_6"
"Coach King Giantrainer","XYZ Monster",8,"Warrior","FIRE",2800.0000000000005,2000,"cluster_2"
"Destiny HERO - Dangerous","Fusion Monster",5.999999999999999,"Warrior","DARK",2000,2600,"cluster_3"
"Blood Mefist","Synchro Monster",8,"Fiend","DARK",2800.0000000000005,1300,"cluster_2"
"Shadow Ghoul","Effect Monster",5,"Zombie","DARK",1600,1300,"cluster_2"
"Hieratic Dragon of Asar","Effect Monster",7,"Dragon","LIGHT",2600,700.0000000000001,"cluster_5"
"Mecha Phantom Beast Stealthray","Effect Monster",3,"Machine","WIND",100,2100,"cluster_4"
"Rocket Warrior","Effect Monster",4,"Warrior","LIGHT",1500,1300,"cluster_6"
"Sacred Crane","Effect Monster",4,"Winged Beast","LIGHT",1600,400,"cluster_6"
"Gallis the Star Beast","Effect Monster",3,"Beast","EARTH",800,800,"cluster_1"
"Brotherhood of the Fire Fist - Rooster","Effect Monster",3,"Beast-Warrior","FIRE",1500,100,"cluster_4"
"Koa'ki Meiru Urnight","Effect Monster",4,"Beast-Warrior","EARTH",2000,1500,"cluster_4"
"Mad Reloader","Effect Monster",1,"Fiend","DARK",0,0,"cluster_2"
"Genesis Dragon","Effect Monster",5.999999999999999,"Dragon","LIGHT",2200,1800.0000000000002,"cluster_5"
"Blackwing - Abrolhos the Megaquake","Effect Monster",7,"Winged Beast","DARK",2600,1800.0000000000002,"cluster_2"
"Kozmo Farmgirl","Effect Monster",3,"Psychic","LIGHT",1500,1000,"cluster_5"
"Elemental HERO Divine Neos","Fusion Monster",11.999999999999998,"Warrior","LIGHT",2500,2500,"cluster_3"
"Prediction Princess Arrowsylph","Flip Effect Monster",4,"Fairy","WIND",1000,1400.0000000000002,"cluster_1"
"Gyakutenno Megami","Normal Monster",5.999999999999999,"Fairy","LIGHT",1800.0000000000002,2000,"cluster_1"
"Gyakutenno Megami","Normal Monster",5.999999999999999,"Fairy","LIGHT",1800.0000000000002,2000,"cluster_1"
"Rai Rider","Effect Monster",3,"Thunder","LIGHT",1200,1400.0000000000002,"cluster_4"
"Attack Gainer","Tuner Monster",1,"Warrior","EARTH",0,0,"cluster_6"
"Majespecter Unicorn - Kirin","Pendulum Effect Monster",5.999999999999999,"Spellcaster","WIND",2000,2000,"cluster_3"
"Superheavy Samurai Soulshield Wall","Effect Monster",3,"Machine","EARTH",1200,1200,"cluster_4"
"Souleater","Normal Monster",4,"Fish","EARTH",1200,0,"cluster_1"
"Gladiator Beast Dimacari","Effect Monster",4,"Beast","EARTH",1600,1200,"cluster_1"
"Healing Wave Generator","Effect Monster",4,"Machine","LIGHT",800,1600,"cluster_4"
"Performage Hat Tricker","Effect Monster",4,"Spellcaster","EARTH",1100,1100,"cluster_1"
"Hazy Flame Hyppogrif","Effect Monster",5.999999999999999,"Pyro","FIRE",2100,200,"cluster_5"
"Marshmallon","Effect Monster",3,"Fairy","LIGHT",300,500,"cluster_1"
"Raidraptor - Singing Lanius","Effect Monster",4,"Winged Beast","DARK",100,100,"cluster_2"
"Zombie Warrior","Fusion Monster",3,"Zombie","DARK",1200,900.0000000000001,"cluster_3"
"XX-Saber Darksoul","Effect Monster",3,"Beast","EARTH",100,100,"cluster_1"
"Chaos Goddess","Synchro Monster",8,"Fairy","LIGHT",2500,1800.0000000000002,"cluster_1"
"Tiras, Keeper of Genesis","XYZ Monster",5,"Fairy","LIGHT",2600,1700.0000000000002,"cluster_1"
"Rafflesia Seduction","Flip Effect Monster",2,"Plant","EARTH",300,900.0000000000001,"cluster_5"
"Wingweaver","Normal Monster",7,"Fairy","LIGHT",2750,2400,"cluster_1"
"Evilswarm Golem","Effect Monster",5,"Rock","DARK",2150,1250,"cluster_2"
"Mr. Volcano","Normal Monster",5,"Pyro","FIRE",2100,1300,"cluster_5"
"Mecha Phantom Beast Warbluran","Tuner Monster",1,"Machine","WIND",300,300,"cluster_4"
"Hieratic Dragon of Nebthet","Effect Monster",5,"Dragon","LIGHT",2000,1600,"cluster_5"
"Mecha Phantom Beast Megaraptor","Effect Monster",4,"Machine","WIND",1900,1000,"cluster_4"
"Spear Dragon","Effect Monster",4,"Dragon","WIND",1900,0,"cluster_5"
"Ancient Gear","Effect Monster",2,"Machine","EARTH",100,800,"cluster_4"
"Magician of Faith","Flip Effect Monster",1,"Spellcaster","LIGHT",300,400,"cluster_1"
"Zubaba General","XYZ Monster",4,"Warrior","EARTH",2000,1000,"cluster_6"
"Malevolent Mech - Goku En","Effect Monster",5.999999999999999,"Zombie","LIGHT",2400,1400.0000000000002,"cluster_6"
"Cactus Bouncer","Effect Monster",4,"Plant","EARTH",1800.0000000000002,300,"cluster_5"
"Laval Dual Slasher","Synchro Monster",5,"Warrior","FIRE",2400,200,"cluster_2"
"Koa'ki Meiru Hydro Barrier","Effect Monster",3,"Aqua","WATER",1000,1900,"cluster_4"
"Revival Jam","Effect Monster",4,"Aqua","WATER",1500,500,"cluster_4"
"Red-Eyes Toon Dragon","Toon Monster",7,"Dragon","DARK",2400,2000,"cluster_0"
"Zoodiac Whiptail","Effect Monster",4,"Beast-Warrior","EARTH",1200,400,"cluster_4"
"Familiar-Possessed - Wynn","Effect Monster",4,"Spellcaster","WIND",1850,1500,"cluster_1"
"Yubel - The Ultimate Nightmare","Effect Monster",11.999999999999998,"Fiend","DARK",0,0,"cluster_2"
"Archfiend Empress","Effect Monster",8,"Fiend","DARK",2900.0000000000005,2100,"cluster_2"
"Oilman","Union Effect Monster",2,"Machine","EARTH",400,400,"cluster_0"
"Thunder Dragon","Effect Monster",5,"Thunder","LIGHT",1600,1500,"cluster_4"
"Stone Statue of the Aztecs","Effect Monster",4,"Rock","EARTH",300,2000,"cluster_6"
"Symphonic Warrior Piaano","Tuner Monster",3,"Machine","WIND",900.0000000000001,1300,"cluster_4"
"Dark Necrofear","Effect Monster",8,"Fiend","DARK",2200,2800.0000000000005,"cluster_2"
"Familiar-Possessed - Aussa","Effect Monster",4,"Spellcaster","EARTH",1850,1500,"cluster_1"
"Fiend's Mirror","Ritual Monster",5.999999999999999,"Fiend","DARK",2100,1800.0000000000002,"cluster_3"
"The Six Samurai - Nisashi","Effect Monster",4,"Warrior","WIND",1400.0000000000002,700.0000000000001,"cluster_6"
"Dark Diviner","Synchro Monster",4,"Fiend","DARK",2000,1000,"cluster_2"
"Arcanite Magician","Synchro Monster",7,"Spellcaster","LIGHT",400,1800.0000000000002,"cluster_1"
"Meklord Emperor Skiel","Effect Monster",1,"Machine","WIND",2200,2200,"cluster_4"
"Ape Magician","Effect Monster",3,"Beast","DARK",800,1200,"cluster_1"
"Regenerating Rose","Effect Monster",7,"Plant","DARK",0,1500,"cluster_5"
"Flying Fish","Normal Monster",4,"Fish","WIND",800,500,"cluster_1"
"Majespecter Raccoon - Bunbuku","Pendulum Effect Monster",3,"Spellcaster","WIND",1200,900.0000000000001,"cluster_3"
"Millennium Shield","Normal Monster",5,"Warrior","EARTH",0,3000,"cluster_6"
"Millennium Shield","Normal Monster",5,"Warrior","EARTH",0,3000,"cluster_6"
"Evening Twilight Knight","Effect Monster",4,"Warrior","DARK",500,2000,"cluster_2"
"Dinomist Ankylos","Pendulum Effect Monster",4,"Machine","WATER",1500,2000,"cluster_4"
"Bujingi Wolf","Effect Monster",4,"Beast","LIGHT",1100,2000,"cluster_1"
"Ghostrick Socuteboss","XYZ Monster",2,"Spellcaster","DARK",1400.0000000000002,1200,"cluster_1"
"Prediction Princess Coinorma","Flip Effect Monster",3,"Fairy","EARTH",800,1400.0000000000002,"cluster_1"
"Ultimate Obedient Fiend","Effect Monster",10,"Fiend","FIRE",3500.0000000000005,3000,"cluster_2"
"The All-Seeing White Tiger","Normal Monster",3,"Beast","WIND",1300,500,"cluster_1"
"Featherizer","Effect Monster",2,"Spellcaster","WIND",700.0000000000001,1100,"cluster_1"
"Skull Servant","Normal Monster",1,"Zombie","DARK",300,200,"cluster_2"
"Bountiful Artemis","Effect Monster",4,"Fairy","LIGHT",1600,1700.0000000000002,"cluster_1"
"Koa'ki Meiru Crusader","Effect Monster",4,"Beast-Warrior","EARTH",1900,1300,"cluster_4"
"Bujin Yamato","Effect Monster",4,"Beast-Warrior","LIGHT",1800.0000000000002,200,"cluster_4"
"Dark Chimera","Normal Monster",5,"Fiend","DARK",1610,1460.0000000000002,"cluster_2"
"Skelgon","Fusion Monster",5.999999999999999,"Zombie","DARK",1700.0000000000002,1900,"cluster_3"
"Magical Merchant","Flip Effect Monster",1,"Insect","LIGHT",200,700.0000000000001,"cluster_5"
"Extra Veiler","Effect Monster",2,"Spellcaster","LIGHT",600,200,"cluster_1"
"Cyber Shark","Effect Monster",5,"Fish","WATER",2100,2000,"cluster_1"
"Beaver Warrior","Normal Monster",4,"Beast-Warrior","EARTH",1200,1500,"cluster_4"
"Digital Bug Cocoondenser","Effect Monster",3,"Insect","LIGHT",0,2000,"cluster_5"
"Shogi Lance","Effect Monster",3,"Beast-Warrior","EARTH",500,500,"cluster_4"
