Name,Type,Level,Race,Attribute,ATK,DEF
Photon Papilloperative,XYZ Monster,4,Warrior,LIGHT,2100,1800
Dragunity Dux,Effect Monster,4,Winged Beast,WIND,1500,1000
Blackwing - Gladius the Midnight Sun,Effect Monster,3,Winged Beast,DARK,800,1500
Heroic Challenger - Clasp Sword,Effect Monster,1,Warrior,EARTH,300,100
Traptrix Nepenthes,Effect Monster,4,Plant,EARTH,800,2000
Curse of Dragon,Normal Monster,5,Dragon,DARK,2000,1500
Fairy King Albverdich,XYZ Monster,4,Plant,EARTH,2300,1400
Necroface,Effect Monster,4,Zombie,DARK,1200,1800
Flamvell Poun,Effect Monster,1,Pyro,FIRE,200,200
Blizzard Princess,Effect Monster,8,Spellcaster,WATER,2800,2100
White Tiger Summoner,Effect Monster,3,Spellcaster,EARTH,1000,1700
Destiny HERO - Double Dude,Effect Monster,6,Warrior,DARK,1000,1000
Hade-Hane,Flip Effect Monster,5,Beast,EARTH,900,1000
Crimson Sentry,Effect Monster,4,Warrior,FIRE,1500,1200
"Archfiend Emperor, the First Lord of Horror",Effect Monster,8,Fiend,DARK,3000,2000
Invader from Another Dimension,Normal Monster,4,Fiend,DARK,950,1400
Worm Opera,Flip Effect Monster,2,Reptile,LIGHT,400,800
Bladefly,Effect Monster,2,Insect,WIND,600,700
Illusionist Faceless Mage,Normal Monster,5,Spellcaster,DARK,1200,2200
Dragon Seeker,Effect Monster,6,Fiend,DARK,2000,2100
Golden Dragon Summoner,Effect Monster,4,Spellcaster,LIGHT,1000,1000
The Agent of Miracles - Jupiter,Effect Monster,4,Fairy,LIGHT,1800,1000
Mermail Abyssocea,Effect Monster,3,Aqua,WATER,1100,1900
Deepsea Shark,Fusion Monster,5,Fish,WATER,1900,1600
Mist Archfiend,Effect Monster,5,Fiend,DARK,2400,0
Yosenju Kama 3,Effect Monster,4,Beast-Warrior,WIND,1500,800
Crane Crane,Effect Monster,3,Winged Beast,EARTH,300,900
"Radian, the Multidimensional Kaiju",Effect Monster,7,Fiend,DARK,2800,2500
Elemental HERO Dark Neos,Fusion Monster,7,Warrior,DARK,2500,2000
Tainted Wisdom,Effect Monster,3,Fiend,DARK,1250,800
Legendary Atlantean Tridon,Effect Monster,3,Sea Serpent,WATER,1600,800
Shield Wing,Effect Monster,2,Winged Beast,WIND,0,900
"Aether, the Evil Empowering Dragon",Pendulum Effect Monster,6,Dragon,DARK,2300,1600
Evoltile Odonto,Effect Monster,2,Reptile,FIRE,500,1200
Gagaga Mancer,Effect Monster,4,Spellcaster,DARK,100,100
Gear Gigant X,XYZ Monster,4,Machine,EARTH,2300,1500
Mask of Darkness,Flip Effect Monster,2,Fiend,DARK,900,400
Solitaire Magician,Effect Monster,4,Spellcaster,LIGHT,1600,1300
Armageddon Knight,Effect Monster,4,Warrior,DARK,1400,1200
Photon Cerberus,Effect Monster,3,Beast,LIGHT,1300,600
Storming Wynn,Effect Monster,4,Spellcaster,WIND,800,1500
Silver Gadget,Effect Monster,4,Machine,LIGHT,1500,1000
Mist Valley Watcher,Normal Monster,4,Spellcaster,WIND,1500,1900
Armory Arm,Synchro Monster,4,Machine,LIGHT,1800,1200
Fortune Lady Water,Effect Monster,4,Spellcaster,WATER,0,0
Masked HERO Acid,Fusion Monster,8,Warrior,WATER,2600,2100
Daybreaker,Effect Monster,4,Warrior,LIGHT,1700,0
Avalanching Aussa,Effect Monster,4,Spellcaster,EARTH,800,1500
"Samsara, Dragon of Rebirth",Synchro Monster,5,Dragon,DARK,100,2600
World of Prophecy,Effect Monster,9,Spellcaster,LIGHT,2900,2400
Pumpking the King of Ghosts,Effect Monster,6,Zombie,DARK,1800,2000
Performapal Teeter Totter Hopper,Effect Monster,4,Insect,EARTH,100,1200
Steel Ogre Grotto 1,Normal Monster,5,Machine,EARTH,1400,1800
Gravitic Orb,Flip Effect Monster,3,Fiend,DARK,1100,700
Gimmick Puppet Scissor Arms,Effect Monster,4,Machine,DARK,1200,600
Chrysalis Pinny,Effect Monster,2,Plant,LIGHT,100,700
Assault Wyvern,Effect Monster,4,Dragon,LIGHT,1800,1100
Armed Protector Dragon,Effect Monster,8,Dragon,LIGHT,2000,2800
Elemental HERO Electrum,Fusion Monster,10,Warrior,LIGHT,2900,2600
ZW - Eagle Claw,Effect Monster,5,Winged Beast,WIND,2000,1200
Gladiator Beast Nerokius,Fusion Monster,8,Winged Beast,DARK,2800,1900
Yado Karu,Effect Monster,4,Aqua,WATER,900,1700
Rainbow Marine Mermaid,Normal Monster,5,Fish,WATER,1550,1700
Psi-Blocker,Effect Monster,4,Psychic,WIND,1200,300
"Diabolos, King of the Abyss",Effect Monster,7,Dragon,DARK,2800,1000
Dark Eradicator Warlock,Effect Monster,7,Spellcaster,DARK,2500,2100
Twin Photon Lizard,Fusion Monster,6,Dragon,LIGHT,2400,1000
The Snake Hair,Normal Monster,4,Zombie,DARK,1500,1200
Kozmo DOG Fighter,Effect Monster,6,Machine,DARK,2000,2400
"Digvorzhak, King of Heavy Industry",XYZ Monster,5,Machine,EARTH,3200,2000
Mist Valley Apex Avian,Effect Monster,7,Winged Beast,WIND,2700,2000
Gladiator Beast Octavius,Effect Monster,7,Winged Beast,LIGHT,2500,1200
Beautiful Beast Trainer,Normal Monster,5,Warrior,EARTH,1750,1500
Gray Wing,Effect Monster,3,Dragon,WIND,1300,700
Amazoness Chain Master,Effect Monster,4,Warrior,EARTH,1500,1300
"Arnis, the Empowered Warrior",Effect Monster,4,Warrior,FIRE,1700,1200
Twin Long Rods 2,Normal Monster,3,Aqua,WATER,850,700
"Kumongous, the Sticky String Kaiju",Effect Monster,7,Insect,EARTH,2400,2500
Watthydra,Synchro Monster,7,Thunder,LIGHT,1500,1500
Snakeyashi,Normal Monster,4,Plant,EARTH,1000,1200
Graydle Eagle,Effect Monster,3,Aqua,WATER,1500,500
Crystron Thystvern,Effect Monster,3,Machine,WATER,1500,1500
Gishki Shadow,Effect Monster,4,Sea Serpent,WATER,1200,1000
Arisen Gaia the Fierce Knight,Effect Monster,7,Warrior,DARK,2300,2100
The Fabled Chawa,Tuner Monster,1,Beast,LIGHT,200,100
Marine Beast,Fusion Monster,5,Fish,WATER,1700,1600
Morphtronic Magnen,Effect Monster,3,Thunder,EARTH,800,800
Dig Beak,Normal Monster,2,Beast,EARTH,500,800
Zap Mustung,Effect Monster,4,Thunder,LIGHT,1600,1500
Legendary Six Samurai - Shi En,Synchro Monster,5,Warrior,DARK,2500,1400
A-Assault Core,Union Effect Monster,4,Machine,LIGHT,1900,200
Cyber Ouroboros,Effect Monster,2,Machine,DARK,100,600
Edge Imp Sabres,Effect Monster,3,Fiend,DARK,1200,800
Wall of Ivy,Flip Effect Monster,2,Plant,EARTH,300,1200
Red-Eyes Black Flare Dragon,Gemini Monster,7,Dragon,DARK,2400,2000
Meteor Black Comet Dragon,Fusion Monster,8,Dragon,DARK,3500,2000
Zanki,Normal Monster,5,Warrior,EARTH,1500,1700
"Minerva, the Exalted Lightsworn",XYZ Monster,4,Fairy,LIGHT,2000,800
"Suanni, Fire of the Yang Zing",Effect Monster,4,Wyrm,FIRE,1900,0
Judge Man,Normal Monster,6,Warrior,EARTH,2200,1500
Lightray Diabolos,Effect Monster,7,Dragon,LIGHT,2800,1000
Gear Golem the Moving Fortress,Effect Monster,4,Machine,EARTH,800,2200
Magician of Black Chaos,Ritual Monster,8,Spellcaster,DARK,2800,2600
Gravekeeper's Descendant,Effect Monster,4,Spellcaster,DARK,1500,1200
Hungry Burger,Ritual Monster,6,Warrior,DARK,2000,1850
Crimson Nova the Dark Cubic Lord,Effect Monster,10,Fiend,DARK,3000,0
Reese the Ice Mistress,Tuner Monster,2,Sea Serpent,WATER,800,800
Worm Tentacles,Effect Monster,4,Reptile,LIGHT,1700,700
Phantom of Chaos,Effect Monster,4,Fiend,DARK,0,0
Element Dragon,Effect Monster,4,Dragon,LIGHT,1500,1200
Dokuroyaiba,Normal Monster,3,Fiend,FIRE,1000,400
Shaddoll Squamata,Flip Effect Monster,4,Spellcaster,DARK,1800,1000
Gishki Psychelone,Ritual Effect Monster,4,Fiend,WATER,2150,1650
Genex Power Planner,Effect Monster,1,Spellcaster,LIGHT,300,200
Mystical Sheep 1,Effect Monster,3,Beast,EARTH,1150,900
Uminotaurus,Effect Monster,4,Aqua,WATER,1700,1000
Djinn Disserere of Rituals,Effect Monster,1,Fiend,DARK,200,200
Red-Headed Oni,Effect Monster,4,Zombie,DARK,1700,1000
Witch Doctor of Sparta,Effect Monster,4,Spellcaster,EARTH,400,2000
Sky Scout,Normal Monster,4,Winged Beast,WIND,1800,600
"True King Lithosagym, the Disaster",Effect Monster,9,Wyrm,EARTH,2500,2300
Noble Knight Bedwyr,Effect Monster,4,Warrior,LIGHT,1600,1500
Beetron,Effect Monster,4,Insect,DARK,1600,900
Apprentice Illusion Magician,Effect Monster,6,Spellcaster,DARK,2000,1700
"Thor, Lord of the Aesir",Synchro Monster,10,Beast-Warrior,EARTH,3500,2800
Magical Undertaker,Flip Effect Monster,2,Spellcaster,DARK,400,400
"Garlandolf, King of Destruction",Ritual Effect Monster,7,Fiend,DARK,2500,1400
Cyber Falcon,Normal Monster,4,Machine,WIND,1400,1200
Maximum Six,Effect Monster,6,Warrior,EARTH,1900,1600
Coach King Giantrainer,XYZ Monster,8,Warrior,FIRE,2800,2000
Destiny HERO - Dangerous,Fusion Monster,6,Warrior,DARK,2000,2600
Blood Mefist,Synchro Monster,8,Fiend,DARK,2800,1300
Shadow Ghoul,Effect Monster,5,Zombie,DARK,1600,1300
Hieratic Dragon of Asar,Effect Monster,7,Dragon,LIGHT,2600,700
Mecha Phantom Beast Stealthray,Effect Monster,3,Machine,WIND,100,2100
Rocket Warrior,Effect Monster,4,Warrior,LIGHT,1500,1300
Sacred Crane,Effect Monster,4,Winged Beast,LIGHT,1600,400
Gallis the Star Beast,Effect Monster,3,Beast,EARTH,800,800
Brotherhood of the Fire Fist - Rooster,Effect Monster,3,Beast-Warrior,FIRE,1500,100
Koa'ki Meiru Urnight,Effect Monster,4,Beast-Warrior,EARTH,2000,1500
Mad Reloader,Effect Monster,1,Fiend,DARK,0,0
Genesis Dragon,Effect Monster,6,Dragon,LIGHT,2200,1800
Blackwing - Abrolhos the Megaquake,Effect Monster,7,Winged Beast,DARK,2600,1800
Kozmo Farmgirl,Effect Monster,3,Psychic,LIGHT,1500,1000
Elemental HERO Divine Neos,Fusion Monster,12,Warrior,LIGHT,2500,2500
Prediction Princess Arrowsylph,Flip Effect Monster,4,Fairy,WIND,1000,1400
Gyakutenno Megami,Normal Monster,6,Fairy,LIGHT,1800,2000
Gyakutenno Megami,Normal Monster,6,Fairy,LIGHT,1800,2000
Rai Rider,Effect Monster,3,Thunder,LIGHT,1200,1400
Attack Gainer,Tuner Monster,1,Warrior,EARTH,0,0
Majespecter Unicorn - Kirin,Pendulum Effect Monster,6,Spellcaster,WIND,2000,2000
Superheavy Samurai Soulshield Wall,Effect Monster,3,Machine,EARTH,1200,1200
Souleater,Normal Monster,4,Fish,EARTH,1200,0
Gladiator Beast Dimacari,Effect Monster,4,Beast,EARTH,1600,1200
Healing Wave Generator,Effect Monster,4,Machine,LIGHT,800,1600
Performage Hat Tricker,Effect Monster,4,Spellcaster,EARTH,1100,1100
Hazy Flame Hyppogrif,Effect Monster,6,Pyro,FIRE,2100,200
Marshmallon,Effect Monster,3,Fairy,LIGHT,300,500
Raidraptor - Singing Lanius,Effect Monster,4,Winged Beast,DARK,100,100
Zombie Warrior,Fusion Monster,3,Zombie,DARK,1200,900
XX-Saber Darksoul,Effect Monster,3,Beast,EARTH,100,100
Chaos Goddess,Synchro Monster,8,Fairy,LIGHT,2500,1800
"Tiras, Keeper of Genesis",XYZ Monster,5,Fairy,LIGHT,2600,1700
Rafflesia Seduction,Flip Effect Monster,2,Plant,EARTH,300,900
Wingweaver,Normal Monster,7,Fairy,LIGHT,2750,2400
Evilswarm Golem,Effect Monster,5,Rock,DARK,2150,1250
Mr. Volcano,Normal Monster,5,Pyro,FIRE,2100,1300
Mecha Phantom Beast Warbluran,Tuner Monster,1,Machine,WIND,300,300
Hieratic Dragon of Nebthet,Effect Monster,5,Dragon,LIGHT,2000,1600
Mecha Phantom Beast Megaraptor,Effect Monster,4,Machine,WIND,1900,1000
Spear Dragon,Effect Monster,4,Dragon,WIND,1900,0
Ancient Gear,Effect Monster,2,Machine,EARTH,100,800
Magician of Faith,Flip Effect Monster,1,Spellcaster,LIGHT,300,400
Zubaba General,XYZ Monster,4,Warrior,EARTH,2000,1000
Malevolent Mech - Goku En,Effect Monster,6,Zombie,LIGHT,2400,1400
Cactus Bouncer,Effect Monster,4,Plant,EARTH,1800,300
Laval Dual Slasher,Synchro Monster,5,Warrior,FIRE,2400,200
Koa'ki Meiru Hydro Barrier,Effect Monster,3,Aqua,WATER,1000,1900
Revival Jam,Effect Monster,4,Aqua,WATER,1500,500
Red-Eyes Toon Dragon,Toon Monster,7,Dragon,DARK,2400,2000
Zoodiac Whiptail,Effect Monster,4,Beast-Warrior,EARTH,1200,400
Familiar-Possessed - Wynn,Effect Monster,4,Spellcaster,WIND,1850,1500
Yubel - The Ultimate Nightmare,Effect Monster,12,Fiend,DARK,0,0
Archfiend Empress,Effect Monster,8,Fiend,DARK,2900,2100
Oilman,Union Effect Monster,2,Machine,EARTH,400,400
Thunder Dragon,Effect Monster,5,Thunder,LIGHT,1600,1500
Stone Statue of the Aztecs,Effect Monster,4,Rock,EARTH,300,2000
Symphonic Warrior Piaano,Tuner Monster,3,Machine,WIND,900,1300
Dark Necrofear,Effect Monster,8,Fiend,DARK,2200,2800
Familiar-Possessed - Aussa,Effect Monster,4,Spellcaster,EARTH,1850,1500
Fiend's Mirror,Ritual Monster,6,Fiend,DARK,2100,1800
The Six Samurai - Nisashi,Effect Monster,4,Warrior,WIND,1400,700
Dark Diviner,Synchro Monster,4,Fiend,DARK,2000,1000
Arcanite Magician,Synchro Monster,7,Spellcaster,LIGHT,400,1800
Meklord Emperor Skiel,Effect Monster,1,Machine,WIND,2200,2200
Ape Magician,Effect Monster,3,Beast,DARK,800,1200
Regenerating Rose,Effect Monster,7,Plant,DARK,0,1500
Flying Fish,Normal Monster,4,Fish,WIND,800,500
Majespecter Raccoon - Bunbuku,Pendulum Effect Monster,3,Spellcaster,WIND,1200,900
Millennium Shield,Normal Monster,5,Warrior,EARTH,0,3000
Millennium Shield,Normal Monster,5,Warrior,EARTH,0,3000
Evening Twilight Knight,Effect Monster,4,Warrior,DARK,500,2000
Dinomist Ankylos,Pendulum Effect Monster,4,Machine,WATER,1500,2000
Bujingi Wolf,Effect Monster,4,Beast,LIGHT,1100,2000
Ghostrick Socuteboss,XYZ Monster,2,Spellcaster,DARK,1400,1200
Prediction Princess Coinorma,Flip Effect Monster,3,Fairy,EARTH,800,1400
Ultimate Obedient Fiend,Effect Monster,10,Fiend,FIRE,3500,3000
The All-Seeing White Tiger,Normal Monster,3,Beast,WIND,1300,500
Featherizer,Effect Monster,2,Spellcaster,WIND,700,1100
Skull Servant,Normal Monster,1,Zombie,DARK,300,200
Bountiful Artemis,Effect Monster,4,Fairy,LIGHT,1600,1700
Koa'ki Meiru Crusader,Effect Monster,4,Beast-Warrior,EARTH,1900,1300
Bujin Yamato,Effect Monster,4,Beast-Warrior,LIGHT,1800,200
Dark Chimera,Normal Monster,5,Fiend,DARK,1610,1460
Skelgon,Fusion Monster,6,Zombie,DARK,1700,1900
Magical Merchant,Flip Effect Monster,1,Insect,LIGHT,200,700
Extra Veiler,Effect Monster,2,Spellcaster,LIGHT,600,200
Cyber Shark,Effect Monster,5,Fish,WATER,2100,2000
Beaver Warrior,Normal Monster,4,Beast-Warrior,EARTH,1200,1500
Digital Bug Cocoondenser,Effect Monster,3,Insect,LIGHT,0,2000
Shogi Lance,Effect Monster,3,Beast-Warrior,EARTH,500,500
Rose Spectre of Dunn,Fusion Monster,6,Plant,DARK,2000,1800
Immortal Ruler,Effect Monster,4,Zombie,EARTH,1800,200
"Hamon, Lord of Striking Thunder",Effect Monster,10,Thunder,LIGHT,4000,4000
Minar,Effect Monster,3,Insect,EARTH,850,750
The Portrait's Secret,Normal Monster,4,Fiend,EARTH,1200,1500
Volcanic Doomfire,Effect Monster,8,Pyro,FIRE,3000,1800
Wattmole,Effect Monster,3,Thunder,LIGHT,0,100
Korogashi,Normal Monster,2,Insect,EARTH,550,400
The Despair Uranus,Effect Monster,8,Rock,LIGHT,2900,2300
"Sillva, Warlord of Dark World",Effect Monster,5,Fiend,DARK,2300,1400
Nopenguin,Effect Monster,3,Aqua,WATER,1600,100
Spiral Serpent,Normal Monster,8,Sea Serpent,WATER,2900,2900
Dark Strike Fighter,Synchro Monster,7,Machine,DARK,2600,1800
Hero Kid,Effect Monster,2,Warrior,EARTH,300,600
Amorphage Sloth,Pendulum Effect Monster,6,Dragon,EARTH,2250,0
Big Belly Knight,Effect Monster,4,Warrior,EARTH,1000,1600
Crystal Beast Ruby Carbuncle,Effect Monster,3,Fairy,LIGHT,300,300
R-Genex Overseer,Tuner Monster,2,Spellcaster,DARK,200,100
Battlin' Boxer Sparrer,Effect Monster,4,Warrior,FIRE,1200,1400
Ice Master,Effect Monster,8,Spellcaster,WATER,2500,2000
Mystical Sand,Fusion Monster,6,Rock,EARTH,2100,1700
UFOroid Fighter,Fusion Monster,10,Machine,LIGHT,0,0
Scrap Worm,Tuner Monster,2,Insect,EARTH,500,100
Jinzo 7,Effect Monster,2,Machine,DARK,500,400
"Parsec, the Interstellar Dragon",Effect Monster,8,Dragon,LIGHT,800,800
Grapple Blocker,Effect Monster,4,Psychic,EARTH,1200,2000
Triamid Master,Effect Monster,4,Rock,EARTH,1800,700
Majestic Mech - Senku,Effect Monster,4,Fairy,LIGHT,1000,500
Crystal Beast Amethyst Cat,Effect Monster,3,Beast,EARTH,1200,400
"Celestial Wolf Lord, Blue Sirius",Synchro Monster,6,Beast-Warrior,DARK,2400,1500
Flame Armor Ninja,Effect Monster,4,Warrior,FIRE,1700,1000
One-Eyed Shield Dragon,Normal Monster,3,Dragon,WIND,700,1300
Reaper of the Cards,Flip Effect Monster,5,Fiend,DARK,1380,1930
Cyber Eltanin,Effect Monster,10,Machine,LIGHT,0,0
Performapal Corn,Effect Monster,3,Beast-Warrior,LIGHT,600,1000
Volcanic Rat,Normal Monster,1,Pyro,FIRE,500,500
Djinn Demolisher of Rituals,Effect Monster,3,Fiend,DARK,1500,600
Misairuzame,Normal Monster,5,Fish,WATER,1400,1600
Tribe-Infecting Virus,Effect Monster,4,Aqua,WATER,1600,1000
Naturia Beast,Synchro Monster,5,Beast,EARTH,2200,1700
Milla the Temporal Magician,Effect Monster,4,Spellcaster,LIGHT,1800,1000
Blackwing - Silverwind the Ascendant,Synchro Monster,8,Winged Beast,DARK,2800,2000
Sphere Kuriboh,Effect Monster,1,Fiend,DARK,300,200
Metalfoes Goldriver,Pendulum Normal Monster,4,Psychic,FIRE,1900,500
Arkbrave Dragon,Effect Monster,7,Dragon,LIGHT,2400,2000
Amorphage Envy,Pendulum Effect Monster,4,Dragon,EARTH,0,2050
Ghost Ship,Effect Monster,5,Fiend,LIGHT,1900,1000
Volcanic Shell,Effect Monster,1,Pyro,FIRE,100,0
Exodia the Forbidden One,Effect Monster,3,Spellcaster,DARK,1000,1000
Explosive Magician,Synchro Monster,6,Spellcaster,LIGHT,2500,1800
Cockroach Knight,Effect Monster,3,Insect,EARTH,800,900
Plaguespreader Zombie,Tuner Monster,2,Zombie,DARK,400,200
Maniacal Servant,Effect Monster,3,Spellcaster,DARK,600,1000
Guardian of Felgrand,Effect Monster,4,Warrior,LIGHT,500,500
Morphing Jar,Flip Effect Monster,2,Rock,EARTH,700,600
Earthbound Immortal Cusillu,Effect Monster,10,Beast,DARK,2800,2400
Umbral Horror Unform,Effect Monster,4,Fiend,DARK,0,0
Elemental HERO Escuridao,Fusion Monster,8,Warrior,DARK,2500,2000
Giganto,Normal Monster,5,Machine,DARK,1700,1800
Belial - Marquis of Darkness,Effect Monster,8,Fiend,DARK,2800,2400
Acrobatic Magician,Pendulum Effect Monster,5,Spellcaster,DARK,800,2300
Pragtical,Fusion Monster,5,Dinosaur,EARTH,1900,1500
Des Mosquito,Effect Monster,3,Insect,DARK,500,500
Black Rose Moonlight Dragon,Synchro Monster,7,Dragon,LIGHT,2400,1800
V Salamander,Effect Monster,4,Spellcaster,FIRE,1500,1300
"Beiige, Vanguard of Dark World",Effect Monster,4,Fiend,DARK,1600,1300
Three-Legged Zombies,Normal Monster,3,Zombie,DARK,1100,800
Majesty's Fiend,Effect Monster,6,Fiend,LIGHT,2400,1000
Winged Kuriboh LV9,Effect Monster,9,Fairy,LIGHT,0,0
Performapal Fire Mufflerlion,Pendulum Effect Monster,3,Beast,FIRE,800,800
Performapal Seal Eel,Pendulum Effect Monster,1,Fish,WATER,100,100
Naturia Cliff,Effect Monster,4,Rock,EARTH,1500,1000
Dark Catapulter,Effect Monster,4,Machine,EARTH,1000,1500
Togex,Normal Monster,5,Beast,EARTH,1600,1800
Shien's Squire,Tuner Monster,1,Warrior,EARTH,300,700
Sylvan Princessprite,XYZ Monster,1,Plant,LIGHT,1800,100
Solar Wind Jammer,Effect Monster,5,Machine,LIGHT,800,2400
Super War-Lion,Ritual Monster,7,Beast,EARTH,2300,2100
Geo Genex,Synchro Monster,6,Machine,EARTH,1800,2800
Thousand Needles,Effect Monster,4,Beast,EARTH,1000,1800
The Big Saturn,Effect Monster,8,Machine,DARK,2800,2200
Guardian Eatos,Effect Monster,8,Fairy,WIND,2500,2000
"Master Peace, the True Dracoslayer",Effect Monster,8,Dragon,LIGHT,2950,2950
Lavalval Chain,XYZ Monster,4,Sea Serpent,FIRE,1800,1000
Ultimate Insect LV3,Effect Monster,3,Insect,WIND,1400,900
Harpie Girl,Normal Monster,2,Winged Beast,WIND,500,500
Daigusto Falcos,Synchro Monster,4,Psychic,WIND,1400,1200
Dragunity Knight - Gae Dearg,Synchro Monster,6,Dragon,WIND,2400,800
Cyber Jar,Flip Effect Monster,3,Rock,DARK,900,900
Heroic Challenger - Extra Sword,Effect Monster,4,Warrior,EARTH,1000,1000
Master of the Flaming Dragonswords,Effect Monster,4,Warrior,FIRE,1800,1200
Fear from the Dark,Effect Monster,4,Zombie,DARK,1700,1500
Magical Scientist,Effect Monster,1,Spellcaster,DARK,300,300
"Grapha, Dragon Lord of Dark World",Effect Monster,8,Fiend,DARK,2700,1800
Goblin Marauding Squad,Effect Monster,4,Beast-Warrior,EARTH,1900,0
Dash Warrior,Effect Monster,3,Warrior,WIND,600,1200
Artifact Lancea,Effect Monster,5,Fairy,LIGHT,1700,2300
Corroding Shark,Normal Monster,3,Zombie,DARK,1100,700
Vampire's Curse,Effect Monster,6,Zombie,DARK,2000,800
Lemon Magician Girl,Effect Monster,2,Spellcaster,LIGHT,800,600
Living Vase,Normal Monster,3,Plant,EARTH,900,1100
Ritual Raven,Effect Monster,1,Fiend,DARK,300,300
Djinn Presider of Rituals,Effect Monster,4,Fiend,DARK,1800,1400
Performapal Bubblebowwow,Pendulum Effect Monster,6,Beast,EARTH,2300,1000
Beelze of the Diabolic Dragons,Synchro Monster,8,Dragon,DARK,3000,3000
Mechanical Snail,Normal Monster,3,Machine,DARK,800,1000
Flame Manipulator,Normal Monster,3,Spellcaster,FIRE,900,1000
Fortune Lady Light,Effect Monster,1,Spellcaster,LIGHT,0,0
Construction Train Signal Red,Effect Monster,3,Machine,EARTH,1000,1300
Junk Giant,Effect Monster,6,Machine,EARTH,2000,2400
Superheavy Samurai Daihachi,Effect Monster,4,Machine,EARTH,1200,1800
Amorphage Gluttony,Pendulum Effect Monster,2,Dragon,EARTH,0,1850
Ganigumo,Normal Monster,2,Insect,EARTH,600,800
Edge Imp Frightfuloid,Effect Monster,4,Fiend,DARK,1300,1300
Arcana Force VII - The Chariot,Effect Monster,4,Fairy,LIGHT,1700,1700
U.A. Blockbacker,Effect Monster,7,Warrior,EARTH,1600,2700
Gimmick Puppet Shadow Feeler,Effect Monster,8,Machine,DARK,1000,1000
Kaibaman,Effect Monster,3,Warrior,LIGHT,200,700
Darksea Rescue,Effect Monster,1,Machine,DARK,0,0
Madolche Anjelly,Effect Monster,4,Fairy,EARTH,1000,1000
Edge Imp Saw,Effect Monster,3,Fiend,DARK,500,1000
Spirit of the Mountain,Normal Monster,5,Spellcaster,EARTH,1300,1800
Electromagnetic Turtle,Effect Monster,4,Machine,LIGHT,0,1800
Blocker,Normal Monster,4,Machine,DARK,850,1800
Heavy Knight of the Flame,Gemini Monster,4,Zombie,FIRE,1800,200
Triple Star Trion,Effect Monster,1,Warrior,LIGHT,100,100
Ultimate Insect LV5,Effect Monster,5,Insect,WIND,2300,900
Tsukuyomi,Spirit Monster,4,Spellcaster,DARK,1100,1400
Phantom Beast Thunder-Pegasus,Effect Monster,4,Beast-Warrior,LIGHT,700,2000
"Lucent, Netherlord of Dark World",Effect Monster,6,Fiend,DARK,2400,0
Cyber Larva,Effect Monster,1,Machine,LIGHT,400,600
Insect Knight,Normal Monster,4,Insect,EARTH,1900,1500
Magical King Moonstar,Effect Monster,3,Fiend,DARK,900,600
Illusory Snatcher,Effect Monster,7,Fiend,DARK,2400,1000
"Pulao, Wind of the Yang Zing",Effect Monster,1,Wyrm,WIND,0,1800
Kuriphoton,Effect Monster,1,Fiend,LIGHT,300,200
Magician of Dark Illusion,Effect Monster,7,Spellcaster,DARK,2100,2500
Dust Knight,Flip Effect Monster,4,Warrior,EARTH,1400,1200
Evilswarm Hraesvelg,Flip Effect Monster,4,Winged Beast,DARK,1150,1850
Blindly Loyal Goblin,Effect Monster,4,Warrior,EARTH,1800,1500
Blue-Eyed Silver Zombie,Normal Monster,3,Zombie,DARK,900,700
Malicevorous Spoon,Effect Monster,2,Fiend,DARK,100,500
Woodborg Inpachi,Normal Monster,5,Machine,FIRE,500,2500
"Malacoda, Netherlord of the Burning Abyss",Ritual Effect Monster,6,Fiend,DARK,2700,2200
Pixie Knight,Effect Monster,2,Spellcaster,LIGHT,1300,200
