Age,Gender,HomeOwnership,InternetConnection,MaritalStatus,CellphoneService,NumCars,PPVFreq,MobileOperatingSystem,StreamingRadio,CustomerID,EducationLevel
23,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,889779,High School
30,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,889783,Some College
34,Male,Own,Axtel,Married,Telcel,2,Weekly,Android,YT Music,889784,Bachelor
29,Male,Own,Mega cable,Never Married,Telcel,2,Never,Android,YT Music,889785,High School
33,Male,Rent,Mega cable,Never Married,Movistar,1,Rarely,IOS,YT Music,889788,High School
28,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,889790,Master's Degree
37,Male,Rent,Telmex,Married,Telcel,2,Weekly,IOS,YT Music,889791,Bachelor
32,Female,Rent,Axtel,Married,Movistar,2,Rarely,IOS,YT Music,889792,Bachelor
32,Male,Own,Axtel,Married,Telcel,2,Rarely,IOS,YT Music,889793,Bachelor
27,Male,Own,Axtel,Married,Telcel,2,Never,Android,YT Music,889794,Bachelor
24,Male,Own,Telmex,Never Married,Movistar,1,Never,Android,Spotify,889795,High School
30,Male,Rent,Mega cable,Divorced,Telcel,2,Rarely,IOS,YT Music,889797,Bachelor
23,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,889801,High School
28,Male,Rent,Other,Married,Telcel,2,Monthly,Android,YT Music,889806,Bachelor
22,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,889809,Master's Degree
36,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,889812,Bachelor
40,Male,Rent,Mega cable,Married,Telcel,3,Weekly,Android,YT Music,889813,Bachelor
26,Male,Rent,Telmex,Married,Telcel,2,Rarely,IOS,YT Music,889815,Bachelor
41,Female,Own,Telmex,Married,Telcel,4,Never,IOS,YT Music,889816,Bachelor
50,Male,Rent,Axtel,Married,Movistar,2,Never,Android,YT Music,889817,Bachelor
25,Male,Rent,Mega cable,Married,Movistar,1,Rarely,IOS,YT Music,889818,Bachelor
38,Male,Own,Mega cable,Divorced,Telcel,1,Monthly,Android,YT Music,889821,Bachelor
24,Male,Rent,Telmex,Never Married,Movistar,0,Never,Android,Spotify,889822,High School
30,Male,Rent,Telmex,Married,Telcel,2,Weekly,IOS,Spotify,889823,Bachelor
47,Female,Rent,Axtel,Married,Movistar,2,Never,IOS,YT Music,889826,Master's Degree
26,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,889827,High School
36,Male,Own,Mega cable,Other,Telcel,1,Rarely,IOS,YT Music,889831,Bachelor
33,Male,Own,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,889832,High School
33,Male,Own,Mega cable,Married,Telcel,2,Rarely,IOS,YT Music,889834,Master's Degree
28,Female,Rent,Telmex,Married,Movistar,0,Never,IOS,YT Music,889838,Master's Degree
37,Male,Rent,Telmex,Married,Telcel,2,Weekly,Android,YT Music,889839,Doctorate
21,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,889842,High School
30,Male,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,889843,High School
39,Male,Own,Axtel,Never Married,Telcel,2,Never,Android,YT Music,889844,High School
26,Female,Rent,Telmex,Never Married,Movistar,2,Never,Android,YT Music,889847,High School
32,Female,Own,Axtel,Married,Movistar,2,Monthly,IOS,Spotify,889848,Bachelor
26,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,889851,Some College
36,Male,Rent,Axtel,Married,Movistar,2,Weekly,Android,YT Music,889853,Bachelor
50,Male,Own,Axtel,Other,Telcel,3,Never,Android,YT Music,889858,Post-Doc
29,Male,Rent,Mega cable,Married,Movistar,2,Rarely,IOS,YT Music,889859,Master's Degree
34,Male,Rent,Mega cable,Married,Movistar,2,Never,Android,YT Music,889861,Bachelor
27,Female,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,889862,High School
28,Male,Own,Axtel,Never Married,Telcel,1,Rarely,IOS,YT Music,889864,High School
28,Female,Own,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,889866,High School
37,Female,Rent,Mega cable,Married,Movistar,2,Rarely,IOS,YT Music,889868,Bachelor
43,Male,Own,Mega cable,Married,Telcel,2,Weekly,IOS,YT Music,889869,Bachelor
26,Male,Rent,Axtel,Never Married,Telcel,1,Never,Android,YT Music,889871,High School
40,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,889872,Master's Degree
34,Male,Rent,Axtel,Never Married,Movistar,1,Rarely,IOS,YT Music,889877,High School
37,Male,Rent,Mega cable,Other,Telcel,1,Never,Android,YT Music,889878,Bachelor
35,Male,Rent,Mega cable,Married,AT&T,2,Weekly,Android,YT Music,889880,Master's Degree
38,Female,Rent,Telmex,Never Married,Movistar,1,Monthly,Android,Spotify,889882,High School
36,Male,Rent,Telmex,Divorced,Telcel,2,Never,Android,YT Music,889883,Bachelor
26,Male,Rent,Axtel,Never Married,Telcel,1,Never,Android,YT Music,889885,High School
30,Female,Rent,Telmex,Married,Telcel,2,Never,IOS,YT Music,889886,Bachelor
39,Male,Rent,Mega cable,Never Married,Telcel,1,Never,Android,YT Music,889887,High School
38,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,889892,Bachelor
25,Male,Rent,Axtel,Married,Telcel,1,Never,Android,YT Music,889893,Master's Degree
28,Male,Rent,Telmex,Married,Movistar,2,Rarely,IOS,YT Music,889894,Master's Degree
35,Male,Rent,Telmex,Married,Telcel,2,Weekly,IOS,YT Music,889895,Bachelor
33,Male,Rent,Telmex,Married,Telcel,2,Weekly,Android,YT Music,889896,Associate's Degree
27,Male,Rent,Telmex,Never Married,Movistar,0,Never,Android,Spotify,889897,High School
26,Male,Own,Mega cable,Married,Telcel,2,Never,Android,YT Music,889900,Bachelor
31,Female,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,889901,High School
25,Male,Rent,Mega cable,Married,Movistar,1,Never,Android,YT Music,889903,Master's Degree
40,Female,Rent,Axtel,Married,Movistar,3,Weekly,IOS,YT Music,889905,Bachelor
31,Female,Rent,Mega cable,Married,Movistar,2,Weekly,IOS,YT Music,889906,Bachelor
36,Male,Own,Mega cable,Other,Telcel,3,Monthly,Android,YT Music,889911,Master's Degree
43,Female,Rent,Mega cable,Married,Telcel,3,Never,IOS,YT Music,889912,Master's Degree
34,Male,Rent,Mega cable,Married,Telcel,2,Weekly,IOS,YT Music,889915,Some College
32,Male,Rent,Mega cable,Married,Telcel,3,Rarely,IOS,YT Music,889918,Bachelor
26,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,889920,Master's Degree
31,Male,Rent,Mega cable,Married,Movistar,1,Never,Android,YT Music,889921,Bachelor
37,Female,Rent,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,889926,Bachelor
32,Male,Own,Axtel,Married,Telcel,2,Never,Android,YT Music,889931,Bachelor
30,Female,Rent,Axtel,Married,Telcel,1,Rarely,IOS,YT Music,889932,Grade School
37,Female,Own,Axtel,Married,Movistar,2,Rarely,IOS,YT Music,889937,Master's Degree
31,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,Spotify,889938,Doctorate
26,Male,Rent,Mega cable,Never Married,Movistar,1,Rarely,IOS,YT Music,889942,High School
24,Male,Rent,Telmex,Never Married,Movistar,1,Rarely,IOS,YT Music,889944,High School
26,Male,Rent,Axtel,Married,Telcel,2,Rarely,IOS,Other,889947,Some College
54,Female,Own,Axtel,Married,Telcel,3,Rarely,IOS,YT Music,889950,Some College
25,Female,Rent,Mega cable,Married,Movistar,2,Never,IOS,YT Music,889952,Master's Degree
25,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,889956,Bachelor
30,Male,Rent,Mega cable,Married,Telcel,2,Weekly,IOS,YT Music,889958,Master's Degree
31,Male,Rent,Telmex,Married,Movistar,2,Weekly,Android,YT Music,889960,Bachelor
32,Female,Rent,Telmex,Never Married,AT&T,1,Weekly,Android,Spotify,889965,High School
27,Male,Rent,Axtel,Never Married,Movistar,1,Rarely,IOS,YT Music,889969,High School
24,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,889973,High School
30,Male,Rent,Mega cable,Married,Movistar,1,Monthly,Android,YT Music,889975,Bachelor
35,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,889977,Some College
24,Male,Rent,Mega cable,Never Married,Movistar,1,Rarely,IOS,Spotify,889978,High School
42,Female,Own,Mega cable,Married,Movistar,1,Never,IOS,YT Music,889981,Master's Degree
39,Male,Rent,Telmex,Married,Other,1,Never,Android,Spotify,889982,Master's Degree
33,Male,Own,Mega cable,Married,Telcel,2,Monthly,Android,YT Music,889984,Bachelor
30,Male,Rent,Axtel,Married,Movistar,2,Never,Android,YT Music,889986,Master's Degree
37,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,Spotify,889987,Bachelor
25,Male,Rent,Mega cable,Married,Movistar,2,Never,Android,YT Music,889989,Bachelor
30,Female,Rent,Mega cable,Married,Movistar,2,Never,IOS,YT Music,889991,Associate's Degree
45,Male,Own,Mega cable,Married,Telcel,2,Never,Android,YT Music,889995,Trade School
40,Male,Rent,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,889996,Bachelor
23,Female,Rent,Mega cable,Never Married,Telcel,1,Never,Android,YT Music,889997,High School
54,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,890000,Bachelor
32,Female,Rent,Telmex,Married,Movistar,2,Never,IOS,Spotify,890006,Some College
28,Male,Own,Mega cable,Never Married,Telcel,1,Never,Android,YT Music,890012,High School
30,Female,Rent,Telmex,Married,Movistar,1,Monthly,IOS,Spotify,890013,Doctorate
27,Female,Rent,Mega cable,Married,Movistar,1,Never,IOS,YT Music,890014,Bachelor
29,Male,Rent,Axtel,Never Married,Movistar,1,Monthly,Android,YT Music,890019,High School
26,Male,Rent,Axtel,Married,Telcel,2,Monthly,Android,Spotify,890022,Some College
25,Male,Rent,Mega cable,Married,Movistar,1,Rarely,IOS,YT Music,890023,Master's Degree
49,Female,Rent,Mega cable,Married,Movistar,2,Never,IOS,Spotify,890027,Bachelor
28,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,890028,Bachelor
28,Female,Rent,Mega cable,Married,Movistar,2,Rarely,IOS,YT Music,890030,Associate's Degree
40,Male,Own,Telmex,Never Married,Telcel,2,Rarely,IOS,YT Music,890031,High School
35,Male,Own,Mega cable,Married,Telcel,1,Never,Android,YT Music,890034,Bachelor
25,Male,Rent,Telmex,Never Married,Movistar,1,Rarely,IOS,YT Music,890036,High School
28,Male,Rent,Axtel,Never Married,Movistar,1,Rarely,IOS,YT Music,890040,High School
43,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,Spotify,890047,Doctorate
37,Female,Rent,Telmex,Other,Movistar,2,Rarely,Android,YT Music,890051,Bachelor
45,Male,Own,Telmex,Married,Telcel,2,Weekly,Android,YT Music,890052,Master's Degree
26,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,890055,Bachelor
25,Male,Own,Mega cable,Married,Telcel,1,Rarely,IOS,Spotify,890056,Master's Degree
30,Male,Own,Axtel,Married,Telcel,2,Rarely,IOS,YT Music,890057,Bachelor
46,Female,Rent,Telmex,Married,AT&T,2,Weekly,IOS,YT Music,890059,Master's Degree
40,Male,Own,Axtel,Married,Telcel,1,Rarely,IOS,YT Music,890061,Bachelor
27,Male,Rent,Mega cable,Married,Movistar,2,Rarely,IOS,YT Music,890062,Master's Degree
23,Male,Rent,Mega cable,Never Married,Movistar,0,Never,Android,YT Music,890065,High School
24,Male,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,890067,High School
28,Male,Rent,Mega cable,Never Married,Telcel,1,Never,Android,YT Music,890070,High School
25,Male,Rent,Axtel,Separated,Movistar,2,Never,Android,YT Music,890073,Bachelor
35,Male,Rent,Mega cable,Married,Telcel,3,Weekly,Android,YT Music,890074,Master's Degree
34,Male,Rent,Mega cable,Never Married,Movistar,2,Weekly,IOS,YT Music,890076,High School
28,Male,Rent,Telmex,Married,Movistar,1,Rarely,IOS,YT Music,890079,Master's Degree
25,Male,Rent,Telmex,Never Married,Movistar,1,Rarely,IOS,YT Music,890080,High School
27,Female,Rent,Axtel,Married,Movistar,1,Monthly,IOS,YT Music,890083,Bachelor
23,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,890085,High School
52,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,890086,Master's Degree
29,Male,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,890089,High School
23,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,890091,High School
32,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,890092,Bachelor
35,Female,Own,Mega cable,Divorced,Telcel,1,Never,Android,YT Music,890093,Master's Degree
31,Female,Rent,Axtel,Divorced,Movistar,1,Never,Android,YT Music,890094,Post-Doc
30,Male,Own,Mega cable,Never Married,Telcel,1,Rarely,IOS,YT Music,890096,High School
26,Male,Rent,Mega cable,Married,Movistar,1,Rarely,IOS,YT Music,890098,Bachelor
26,Male,Rent,Mega cable,Never Married,Telcel,1,Rarely,IOS,YT Music,890099,High School
29,Male,Rent,Izzi,Married,Movistar,1,Never,Android,YT Music,890100,Master's Degree
29,Male,Rent,Mega cable,Never Married,Telcel,1,Never,Android,YT Music,890102,High School
24,Male,Rent,Mega cable,Married,Movistar,1,Never,Android,YT Music,890104,Bachelor
25,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,890105,High School
35,Male,Own,Mega cable,Married,Telcel,2,Weekly,Windows phone,YT Music,890107,Bachelor
40,Male,Rent,Axtel,Married,Telcel,3,Weekly,IOS,YT Music,890111,Some College
34,Female,Own,Telmex,Never Married,Movistar,2,Never,Android,YT Music,890114,High School
32,Male,Own,Axtel,Never Married,Telcel,1,Never,Android,YT Music,890115,High School
43,Male,Rent,Telmex,Married,Telcel,2,Weekly,Android,Spotify,890119,Master's Degree
27,Male,Own,Axtel,Married,Telcel,2,Weekly,Android,YT Music,890122,Bachelor
26,Male,Rent,Mega cable,Married,Telcel,2,Rarely,IOS,YT Music,890124,Master's Degree
35,Female,Rent,Mega cable,Divorced,Movistar,1,Monthly,Android,Spotify,890125,Bachelor
42,Male,Rent,Telmex,Married,Movistar,2,Rarely,IOS,YT Music,890127,Bachelor
33,Male,Own,Axtel,Married,Movistar,2,Weekly,Android,YT Music,890131,Some College
38,Male,Rent,Mega cable,Never Married,Telcel,0,Never,Android,YT Music,890133,High School
26,Male,Rent,Telmex,Never Married,Movistar,1,Rarely,IOS,Spotify,890134,High School
36,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,890136,Master's Degree
34,Male,Rent,Mega cable,Married,Movistar,1,Monthly,Android,YT Music,890138,Bachelor
33,Male,Rent,Telmex,Never Married,Movistar,1,Rarely,IOS,YT Music,890141,High School
25,Female,Rent,Axtel,Never Married,Movistar,2,Rarely,Android,YT Music,890142,High School
36,Male,Rent,Izzi,Married,Movistar,1,Never,Android,YT Music,890146,Master's Degree
31,Male,Rent,Mega cable,Married,Movistar,0,Never,Android,YT Music,890147,Bachelor
54,Male,Rent,Telmex,Married,Telcel,0,Weekly,Android,YT Music,890148,Bachelor
20,Female,Rent,Telmex,Never Married,Movistar,1,Monthly,Android,YT Music,890150,High School
35,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,890153,Bachelor
28,Male,Rent,Telmex,Married,Movistar,0,Rarely,IOS,YT Music,890155,Master's Degree
28,Male,Rent,Axtel,Married,Movistar,1,Rarely,IOS,YT Music,890156,Some College
39,Male,Rent,Telmex,Divorced,Telcel,1,Never,Android,YT Music,890160,Master's Degree
24,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,890161,High School
38,Male,Rent,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,890163,Bachelor
33,Male,Rent,Axtel,Married,Telcel,2,Rarely,IOS,YT Music,890178,Bachelor
49,Male,Rent,Axtel,Married,Telcel,3,Never,Android,YT Music,890180,Bachelor
27,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,890200,Bachelor
32,Female,Rent,Mega cable,Never Married,Movistar,1,Rarely,Android,Spotify,890213,High School
43,Male,Rent,Telmex,Never Married,Telcel,1,Rarely,IOS,Spotify,890215,High School
22,Female,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,890220,High School
37,Male,Own,Other,Divorced,Telcel,1,Rarely,IOS,YT Music,890240,Some College
26,Male,Rent,Telmex,Never Married,Telcel,0,Never,Android,YT Music,890242,High School
23,Male,Rent,Telmex,Married,Telcel,1,Rarely,IOS,YT Music,890248,Bachelor
30,Male,Rent,Other,Never Married,Telcel,1,Never,Android,Spotify,890251,High School
23,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,890254,High School
32,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,890257,Bachelor
30,Male,Own,Mega cable,Married,Telcel,1,Rarely,IOS,YT Music,890260,Bachelor
25,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,890264,High School
24,Female,Rent,Axtel,Never Married,Telcel,2,Never,Android,Spotify,890265,High School
28,Male,Own,Axtel,Married,Telcel,2,Rarely,IOS,YT Music,890267,Master's Degree
36,Female,Rent,Axtel,Married,Telcel,2,Monthly,IOS,Spotify,890273,Associate's Degree
23,Male,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,890275,High School
48,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,Spotify,890276,Master's Degree
49,Male,Rent,Telmex,Married,Telcel,2,Never,Android,YT Music,890279,Master's Degree
38,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,890288,Master's Degree
35,Male,Own,Axtel,Married,Telcel,1,Never,Android,Spotify,890292,Master's Degree
33,Male,Own,Telmex,Never Married,Telcel,0,Rarely,IOS,Spotify,890293,High School
29,Male,Rent,Mega cable,Never Married,Movistar,1,Rarely,IOS,YT Music,890299,High School
25,Male,Rent,Axtel,Never Married,Telcel,2,Never,Android,YT Music,890300,High School
25,Male,Own,Mega cable,Never Married,Telcel,0,Rarely,IOS,YT Music,890302,High School
28,Female,Rent,Axtel,Married,Movistar,1,Never,IOS,YT Music,890304,Bachelor
29,Male,Rent,Axtel,Married,Telcel,2,Rarely,IOS,YT Music,890306,Bachelor
37,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,890317,Bachelor
25,Male,Rent,Mega cable,Never Married,Movistar,3,Never,Android,YT Music,890319,High School
25,Male,Rent,Mega cable,Married,Telcel,3,Rarely,IOS,YT Music,890323,Bachelor
37,Male,Rent,Axtel,Divorced,Telcel,3,Never,Android,YT Music,890324,Associate's Degree
31,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Windows phone,YT Music,890326,Bachelor
28,Male,Rent,Izzi,Married,Movistar,2,Never,Android,YT Music,890329,Master's Degree
24,Male,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,890333,High School
31,Male,Own,Telmex,Married,Telcel,0,Weekly,Windows phone,YT Music,890334,Bachelor
29,Male,Own,Mega cable,Never Married,Telcel,1,Rarely,IOS,YT Music,890335,High School
33,Male,Rent,Mega cable,Married,Movistar,0,Never,Android,YT Music,890338,Bachelor
22,Female,Rent,Axtel,Never Married,Movistar,1,Monthly,Android,YT Music,890342,High School
37,Male,Rent,Mega cable,Married,Movistar,1,Weekly,Android,YT Music,890353,Bachelor
35,Male,Rent,Telmex,Married,Telcel,2,Weekly,Android,YT Music,890362,Master's Degree
29,Male,Rent,Other,Never Married,Movistar,1,Monthly,Android,Spotify,890371,High School
38,Male,Own,Axtel,Married,Telcel,2,Rarely,IOS,YT Music,890378,Some College
31,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,890389,Bachelor
29,Female,Rent,Axtel,Married,Movistar,2,Never,IOS,YT Music,890393,Master's Degree
36,Male,Rent,Telmex,Married,Telcel,3,Weekly,IOS,YT Music,890398,Bachelor
31,Male,Rent,Axtel,Married,Telcel,2,Never,Android,Spotify,890406,Bachelor
23,Male,Rent,Axtel,Never Married,Movistar,0,Never,Android,YT Music,890416,High School
25,Male,Rent,Axtel,Never Married,Movistar,1,Rarely,IOS,YT Music,890420,High School
38,Male,Rent,Telmex,Married,Telcel,4,Weekly,Android,YT Music,890428,Bachelor
23,Male,Rent,Mega cable,Never Married,Telcel,1,Monthly,Android,YT Music,890440,High School
25,Male,Rent,Telmex,Married,Telcel,2,Never,Android,Spotify,890443,Bachelor
27,Male,Own,Axtel,Married,Telcel,0,Never,Android,YT Music,890445,Master's Degree
30,Male,Rent,Telmex,Married,Movistar,2,Never,Android,YT Music,890455,Master's Degree
50,Male,Rent,Axtel,Married,Telcel,3,Weekly,Android,Spotify,890459,Bachelor
27,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,890461,High School
37,Male,Rent,Axtel,Married,Telcel,3,Weekly,Android,YT Music,890470,Bachelor
22,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,890475,High School
28,Male,Rent,Telmex,Married,Telcel,1,Never,Android,Spotify,890477,Master's Degree
27,Female,Rent,Telmex,Married,Movistar,1,Never,IOS,Spotify,890478,Master's Degree
26,Male,Rent,Telmex,Never Married,Movistar,1,Rarely,IOS,Spotify,890482,High School
23,Male,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,890490,High School
25,Male,Rent,Mega cable,Never Married,Telcel,1,Rarely,IOS,YT Music,890494,High School
26,Male,Own,Mega cable,Separated,Telcel,1,Rarely,IOS,YT Music,890497,Some College
51,Male,Rent,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,890514,Master's Degree
